Year,Bottom10_income_share,Bottom50_income_share,Top10_income_share,Top1_income_share,Country Code
1992,0.0023,0.1388,0.4883,0.1635,BEN
1993,0.0023,0.1388,0.4883,0.1635,BEN
1994,0.0023,0.1388,0.4883,0.1635,BEN
1995,0.0023,0.1388,0.4883,0.1635,BEN
1996,0.0023,0.1388,0.4883,0.1635,BEN
1997,0.0023,0.1388,0.4883,0.1635,BEN
1998,0.0023,0.1388,0.4883,0.1635,BEN
1999,0.0023,0.1388,0.4883,0.1635,BEN
2000,0.0023,0.1388,0.4883,0.1635,BEN
2001,0.0023,0.1388,0.4883,0.1635,BEN
2002,0.0023,0.1388,0.4883,0.1635,BEN
2003,0.0023,0.1388,0.4883,0.1635,BEN
2004,0.0022,0.1363,0.4921,0.1622,BEN
2005,0.0022,0.1338,0.496,0.161,BEN
2006,0.0021,0.1313,0.4998,0.1597,BEN
2007,0.0021,0.1289,0.5037,0.1584,BEN
2008,0.0021,0.1264,0.5075000000000001,0.1572,BEN
2009,0.002,0.1239,0.5114000000000001,0.1559,BEN
2010,0.002,0.1214,0.5152,0.1546,BEN
2011,0.0019,0.119,0.519,0.1534,BEN
2012,0.0019,0.1178,0.5262,0.1589,BEN
2013,0.0018,0.1166,0.5334,0.1643,BEN
2014,0.0017,0.1154,0.5405,0.1697,BEN
2015,0.0016,0.1142,0.5475,0.1751,BEN
2016,0.0019,0.1231,0.5227,0.1649,BEN
2017,0.0021,0.1322,0.4976,0.1547,BEN
2018,0.0023,0.1413,0.4724,0.1443,BEN
2019,0.0024,0.1467,0.4605,0.139,BEN
2020,0.0025,0.1522,0.4486,0.1337,BEN
2021,0.0026,0.1576,0.4367,0.1284,BEN
2022,0.0026,0.1576,0.4367,0.1284,BEN
2023,0.0026,0.1576,0.4367,0.1284,BEN
2024,0.0026,0.1576,0.4367,0.1284,BEN
1980,0.0028,0.2121,0.3534,0.0885,BMU
1981,0.0027,0.2117,0.3543,0.09,BMU
1982,0.0027,0.2113,0.3553,0.0914,BMU
1983,0.0027,0.2108,0.3562,0.0929,BMU
1984,0.0027,0.2104,0.3572,0.0944,BMU
1985,0.0027,0.21,0.3581,0.096,BMU
1986,0.0027,0.2095,0.3591,0.0976,BMU
1987,0.0027,0.209,0.3602,0.0992,BMU
1988,0.0027,0.2086,0.3612,0.1008,BMU
1989,0.0027,0.2081,0.3623,0.1025,BMU
1990,0.0027,0.2076,0.3634,0.1042,BMU
1991,0.0027,0.2075,0.3665,0.107,BMU
1992,0.0027,0.2075,0.3695,0.1096,BMU
1993,0.0027,0.2075,0.3725,0.1122,BMU
1994,0.0027,0.2074,0.3753,0.1147,BMU
1995,0.0027,0.2074,0.3781,0.1172,BMU
1996,0.0027,0.2073,0.3808,0.1195,BMU
1997,0.0027,0.2073,0.3834,0.1218,BMU
1998,0.0027,0.2073,0.3859,0.124,BMU
1999,0.0027,0.2072,0.3883,0.1261,BMU
2000,0.0027,0.2072,0.3907,0.1282,BMU
2001,0.0026,0.2027,0.3995,0.132,BMU
2002,0.0026,0.1983,0.408,0.1358,BMU
2003,0.0025,0.194,0.4164,0.1394,BMU
2004,0.0025,0.1898,0.4246,0.1429,BMU
2005,0.0024,0.1857,0.4326,0.1464,BMU
2006,0.0023,0.1817,0.4404,0.1498,BMU
2007,0.0023,0.1778,0.448,0.1531,BMU
2008,0.0022,0.1739,0.4554,0.1564,BMU
2009,0.0022,0.1702,0.4627,0.1595,BMU
2010,0.0021,0.1665,0.4699,0.1626,BMU
2011,0.0021,0.1655,0.4718,0.1624,BMU
2012,0.0021,0.1645,0.4737,0.1622,BMU
2013,0.0021,0.1636,0.4754,0.162,BMU
2014,0.0021,0.1627,0.4771,0.1618,BMU
2015,0.0021,0.1619,0.4788,0.1617,BMU
2016,0.0021,0.1611,0.4803,0.1615,BMU
2017,0.002,0.1603,0.4818,0.1613,BMU
2018,0.002,0.1596,0.4832,0.1612,BMU
2019,0.002,0.1589,0.4846,0.161,BMU
2020,0.002,0.1582,0.4859,0.1609,BMU
2021,0.002,0.1582,0.4859,0.1609,BMU
2022,0.002,0.1582,0.4859,0.1609,BMU
2023,0.002,0.1582,0.4859,0.1609,BMU
2024,0.002,0.1582,0.4859,0.1609,BMU
1980,0.0036,0.186,0.364,0.1244,BRN
1981,0.0036,0.186,0.364,0.1244,BRN
1982,0.0036,0.186,0.364,0.1244,BRN
1983,0.0036,0.186,0.364,0.1244,BRN
1984,0.0036,0.186,0.364,0.1244,BRN
1985,0.0036,0.186,0.364,0.1244,BRN
1986,0.0036,0.186,0.364,0.1244,BRN
1987,0.0036,0.186,0.364,0.1244,BRN
1988,0.0036,0.186,0.364,0.1244,BRN
1989,0.0036,0.186,0.364,0.1244,BRN
1990,0.0036,0.186,0.364,0.1244,BRN
1991,0.0036,0.186,0.364,0.1244,BRN
1992,0.0036,0.186,0.364,0.1244,BRN
1993,0.0036,0.186,0.364,0.1244,BRN
1994,0.0036,0.186,0.364,0.1244,BRN
1995,0.0036,0.186,0.364,0.1244,BRN
1996,0.0036,0.186,0.364,0.1244,BRN
1997,0.0036,0.186,0.364,0.1244,BRN
1998,0.0036,0.186,0.364,0.1244,BRN
1999,0.0036,0.186,0.364,0.1244,BRN
2000,0.0036,0.186,0.364,0.1244,BRN
2001,0.0036,0.186,0.364,0.1244,BRN
2002,0.0036,0.186,0.364,0.1244,BRN
2003,0.0036,0.186,0.364,0.1244,BRN
2004,0.0036,0.186,0.364,0.1244,BRN
2005,0.0036,0.186,0.364,0.1244,BRN
2006,0.0036,0.1897,0.3606,0.123,BRN
2007,0.0036,0.1922,0.3589,0.1229,BRN
2008,0.0036,0.1945,0.3574,0.1229,BRN
2009,0.0036,0.1947,0.3588,0.1252,BRN
2010,0.0036,0.197,0.3574,0.1253,BRN
2011,0.0037,0.2007,0.3542,0.1241,BRN
2012,0.0037,0.2007,0.3544,0.124,BRN
2013,0.0036,0.1989,0.3572,0.1256,BRN
2014,0.0036,0.1955,0.362,0.1288,BRN
2015,0.0035,0.1938,0.3645,0.1303,BRN
2016,0.0035,0.1914,0.368,0.1325,BRN
2017,0.0035,0.1919,0.3674,0.1321,BRN
2018,0.0035,0.1926,0.3664,0.1314,BRN
2019,0.0035,0.1926,0.3664,0.1314,BRN
2020,0.0035,0.1926,0.3664,0.1314,BRN
2021,0.0035,0.1926,0.3664,0.1314,BRN
2022,0.0035,0.1926,0.3664,0.1314,BRN
2023,0.0035,0.1926,0.3664,0.1314,BRN
2024,0.0035,0.1926,0.3664,0.1314,BRN
1980,0.0001,0.0839,0.5541,0.2227,BOL
1981,0.0001,0.0839,0.5541,0.2227,BOL
1982,0.0001,0.0839,0.5541,0.2227,BOL
1983,0.0001,0.0839,0.5541,0.2227,BOL
1984,0.0001,0.0839,0.5541,0.2227,BOL
1985,0.0001,0.0839,0.5541,0.2227,BOL
1986,0.0001,0.0839,0.5541,0.2227,BOL
1987,0.0001,0.0839,0.5541,0.2227,BOL
1988,0.0001,0.0839,0.5541,0.2227,BOL
1989,0.0001,0.0839,0.5541,0.2227,BOL
1990,0.0001,0.0839,0.5541,0.2227,BOL
1991,0.0001,0.0839,0.5541,0.2227,BOL
1992,0.0001,0.0839,0.5541,0.2227,BOL
1993,0.0001,0.0839,0.5541,0.2227,BOL
1994,0.0001,0.0839,0.5541,0.2227,BOL
1995,0.0001,0.0839,0.5541,0.2227,BOL
1996,0.0001,0.0839,0.5541,0.2227,BOL
1997,0.0001,0.0839,0.5541,0.2227,BOL
1998,0.0001,0.0839,0.5541,0.2227,BOL
1999,0.0001,0.0839,0.5541,0.2227,BOL
2000,0.0001,0.0839,0.5541,0.2227,BOL
2001,0.0001,0.0802,0.5641,0.2279,BOL
2002,0.0,0.081,0.5619000000000001,0.2245,BOL
2003,0.0,0.0848,0.562,0.233,BOL
2004,0.0001,0.0872,0.5588000000000001,0.2414,BOL
2005,0.0001,0.087,0.5548000000000001,0.2275,BOL
2006,0.0002,0.0904,0.5516,0.2323,BOL
2007,0.0003,0.0892,0.5618000000000001,0.2473,BOL
2008,0.0004,0.0916,0.553,0.2395,BOL
2009,0.0004,0.0933,0.5446,0.2285,BOL
2010,0.0005,0.0947,0.5455,0.2378,BOL
2011,0.0005,0.0978,0.5384,0.2391,BOL
2012,0.0005,0.1003,0.5325,0.2362,BOL
2013,0.0006,0.1009,0.5398000000000001,0.249,BOL
2014,0.0005,0.1025,0.5319,0.2549,BOL
2015,0.0005,0.1031,0.5282,0.233,BOL
2016,0.0004,0.1028,0.5295,0.2345,BOL
2017,0.0003,0.102,0.5299,0.2248,BOL
2018,0.0003,0.1011,0.5327000000000001,0.2284,BOL
2019,0.0003,0.1015,0.5258,0.2266,BOL
2020,0.0001,0.0869,0.5411,0.2362,BOL
2021,0.0001,0.0949,0.5304,0.2279,BOL
2022,0.0002,0.1014,0.5214,0.2199,BOL
2023,0.0002,0.1011,0.5212,0.2197,BOL
2024,0.0002,0.1011,0.5212,0.2197,BOL
1980,0.0009,0.0819,0.5594,0.2375,BES
1981,0.0009,0.0816,0.5593,0.2364,BES
1982,0.0009,0.0813,0.5593,0.2353,BES
1983,0.0009,0.081,0.5593,0.2342,BES
1984,0.0009,0.0807,0.5592,0.2331,BES
1985,0.0009,0.0803,0.5592,0.2319,BES
1986,0.0009,0.08,0.5592,0.2307,BES
1987,0.0009,0.0796,0.5591,0.2295,BES
1988,0.0009,0.0793,0.5591,0.2283,BES
1989,0.0008,0.0789,0.5591,0.227,BES
1990,0.0008,0.0785,0.559,0.2258,BES
1991,0.0008,0.0789,0.558,0.2257,BES
1992,0.0008,0.0793,0.557,0.2255,BES
1993,0.0008,0.0797,0.556,0.2254,BES
1994,0.0008,0.08,0.555,0.2253,BES
1995,0.0008,0.0804,0.554,0.2252,BES
1996,0.0008,0.0807,0.5531,0.2251,BES
1997,0.0008,0.0811,0.5521,0.225,BES
1998,0.0008,0.0814,0.5512,0.2249,BES
1999,0.0008,0.0818,0.5503,0.2248,BES
2000,0.0008,0.0821,0.5494,0.2247,BES
2001,0.0008,0.0826,0.5477000000000001,0.2231,BES
2002,0.0008,0.083,0.546,0.2216,BES
2003,0.0008,0.0835,0.5445,0.2202,BES
2004,0.0008,0.0839,0.543,0.2189,BES
2005,0.0008,0.0843,0.5416000000000001,0.2176,BES
2006,0.0009,0.0846,0.5403,0.2164,BES
2007,0.0009,0.085,0.539,0.2153,BES
2008,0.0009,0.0853,0.5378000000000001,0.2142,BES
2009,0.0009,0.0857,0.5366000000000001,0.2131,BES
2010,0.0009,0.086,0.5355,0.2121,BES
2011,0.0009,0.0917,0.5303,0.212,BES
2012,0.001,0.0974,0.5252,0.212,BES
2013,0.001,0.103,0.52,0.212,BES
2014,0.001,0.1086,0.515,0.212,BES
2015,0.0011,0.1141,0.5099,0.2119,BES
2016,0.0011,0.1197,0.5049,0.2119,BES
2017,0.0012,0.1251,0.4999,0.2119,BES
2018,0.0012,0.1306,0.4950000000000001,0.2118,BES
2019,0.0012,0.136,0.4901,0.2118,BES
2020,0.0013,0.1413,0.4852,0.2118,BES
2021,0.0013,0.1413,0.4852,0.2118,BES
2022,0.0013,0.1413,0.4852,0.2118,BES
2023,0.0013,0.1413,0.4852,0.2118,BES
2024,0.0013,0.1413,0.4852,0.2118,BES
1970,0.0064,0.0959,0.6176,0.28,BRA
1980,0.0001,0.0912,0.5861000000000001,0.2724,BRA
1981,0.0001,0.0912,0.5861000000000001,0.2724,BRA
1982,0.0001,0.0912,0.5861000000000001,0.2724,BRA
1983,0.0001,0.0912,0.5861000000000001,0.2724,BRA
1984,0.0001,0.0912,0.5861000000000001,0.2724,BRA
1985,0.0001,0.0912,0.5861000000000001,0.2724,BRA
