Year,Bottom10_income_share,Bottom50_income_share,Top10_income_share,Top1_income_share,Country Code
2017,0.0045,0.2491,0.2921,0.0896,ISL
2018,0.0046,0.2549,0.2809,0.0797,ISL
2019,0.0047,0.2567,0.2803,0.0801,ISL
2020,0.0047,0.2567,0.2803,0.0801,ISL
2021,0.0046,0.2523,0.2885,0.0805,ISL
2022,0.0047,0.2569,0.2797,0.0794,ISL
2023,0.0047,0.2572,0.2795,0.0797,ISL
2024,0.0047,0.2572,0.2795,0.0797,ISL
1970,0.0132,0.2708,0.2412,0.053,ITA
1974,0.0221,0.2675,0.2616,0.0643,ITA
1975,0.0228,0.2704,0.2567,0.0615,ITA
1976,0.0234,0.2732,0.2519,0.0589,ITA
1977,0.0241,0.2762,0.2468,0.0558,ITA
1978,0.0247,0.279,0.2421,0.0533,ITA
1979,0.0253,0.282,0.2372,0.0505,ITA
1980,0.0046,0.2634,0.2396,0.0496,ITA
1981,0.0047,0.2666,0.2327,0.0459,ITA
1982,0.0047,0.2642,0.2347,0.0457,ITA
1983,0.0047,0.2652,0.2335,0.045,ITA
1984,0.0046,0.2614,0.2376,0.0475,ITA
1985,0.0045,0.2581,0.2426,0.0506,ITA
1986,0.0042,0.2465,0.253,0.0574,ITA
1987,0.0042,0.245,0.2582,0.0585,ITA
1988,0.0041,0.2419,0.2674,0.0615,ITA
1989,0.0041,0.2405,0.2705,0.063,ITA
1990,0.0039,0.2349,0.2714,0.0625,ITA
1991,0.004,0.2376,0.2708,0.0631,ITA
1992,0.0039,0.2342,0.2731,0.0633,ITA
1993,0.0039,0.2293,0.2782,0.0655,ITA
1994,0.0039,0.2305,0.2798,0.0672,ITA
1995,0.0038,0.2259,0.2885,0.0727,ITA
1996,0.0037,0.2217,0.2923,0.0747,ITA
1997,0.0037,0.2217,0.2952,0.0758,ITA
1998,0.0035,0.2154,0.3014,0.0793,ITA
1999,0.0035,0.2164,0.3011,0.0773,ITA
2000,0.0035,0.2123,0.3092,0.0824,ITA
2001,0.0035,0.2116,0.313,0.0862,ITA
2002,0.0037,0.2181,0.3086,0.0827,ITA
2003,0.0036,0.2162,0.3086,0.0836,ITA
2004,0.0038,0.2234,0.3075,0.0819,ITA
2005,0.0036,0.2159,0.3066,0.0815,ITA
2006,0.0037,0.2168,0.3086,0.0827,ITA
2007,0.0036,0.2164,0.3104,0.0823,ITA
2008,0.0036,0.2168,0.3072,0.0788,ITA
2009,0.0036,0.2182,0.3042,0.076,ITA
2010,0.0035,0.2149,0.3089,0.0803,ITA
2011,0.0036,0.2153,0.3129,0.0821,ITA
2012,0.0034,0.2124,0.3116,0.0809,ITA
2013,0.0035,0.2136,0.3084,0.0791,ITA
2014,0.0034,0.212,0.3087,0.0799,ITA
2015,0.0033,0.2096,0.3075,0.078,ITA
2016,0.0033,0.2068,0.3215,0.0888,ITA
2017,0.0033,0.2051,0.3289,0.0922,ITA
2018,0.0032,0.2043,0.3286,0.0913,ITA
2019,0.0032,0.205,0.3268,0.0901,ITA
2020,0.0032,0.205,0.3268,0.0901,ITA
2021,0.0035,0.2145,0.323,0.0906,ITA
2022,0.0033,0.2168,0.3232,0.0927,ITA
2023,0.0034,0.2155,0.3231,0.091,ITA
2024,0.0034,0.2155,0.3231,0.091,ITA
1980,0.0032,0.203,0.3228,0.0909,JEY
1981,0.0031,0.2027,0.323,0.0907,JEY
1982,0.003,0.2017,0.3224,0.0904,JEY
1983,0.0031,0.2037,0.3236,0.0915,JEY
1984,0.003,0.2021,0.327,0.0935,JEY
1985,0.003,0.1982,0.329,0.0937,JEY
1986,0.003,0.2007,0.3256,0.0935,JEY
1987,0.0031,0.2024,0.3253,0.0928,JEY
1988,0.0032,0.2079,0.3245,0.0933,JEY
1989,0.0031,0.2066,0.3262,0.0944,JEY
1990,0.0032,0.2087,0.3253,0.0923,JEY
1991,0.0032,0.21,0.3232,0.0915,JEY
1992,0.0032,0.2055,0.332,0.0951,JEY
1993,0.003,0.1992,0.3343,0.0962,JEY
1994,0.0029,0.1939,0.3416,0.1007,JEY
1995,0.0029,0.1956,0.3386,0.0975,JEY
1996,0.0029,0.195,0.3404,0.1009,JEY
1997,0.0028,0.1918,0.3482,0.1068,JEY
1998,0.0028,0.1926,0.3495,0.1081,JEY
1999,0.0028,0.1925,0.3499,0.1088,JEY
2000,0.0028,0.1893,0.3556,0.1129,JEY
2001,0.0028,0.1892,0.3512,0.1086,JEY
2002,0.0028,0.1919,0.346,0.105,JEY
2003,0.0027,0.1896,0.3472,0.1074,JEY
2004,0.0023,0.1821,0.3498,0.1114,JEY
2005,0.0025,0.1844,0.3523,0.1133,JEY
2006,0.0025,0.182,0.3596,0.12,JEY
2007,0.0026,0.184,0.3607,0.1198,JEY
2008,0.0028,0.1916,0.3424,0.1078,JEY
2009,0.0028,0.1954,0.3346,0.0988,JEY
2010,0.0026,0.184,0.3515,0.1093,JEY
2011,0.0026,0.1833,0.3505,0.1087,JEY
2012,0.0026,0.1846,0.3439,0.1025,JEY
2013,0.0026,0.1816,0.3464,0.104,JEY
2014,0.0025,0.1805,0.3509,0.1086,JEY
2015,0.0026,0.1808,0.3499,0.1066,JEY
2016,0.0026,0.1814,0.3515,0.1078,JEY
2017,0.0027,0.1826,0.353,0.1079,JEY
2018,0.0027,0.1842,0.3528,0.1084,JEY
2019,0.0028,0.186,0.3505,0.105,JEY
2020,0.0027,0.1852,0.3489,0.1059,JEY
2021,0.0027,0.1834,0.3557,0.1141,JEY
2022,0.0027,0.184,0.3571,0.1151,JEY
2023,0.0027,0.184,0.3571,0.1151,JEY
2024,0.0027,0.184,0.3571,0.1151,JEY
1980,0.0001,0.0839,0.5541,0.2227,JAM
1981,0.0001,0.0839,0.5541,0.2227,JAM
1982,0.0001,0.0839,0.5541,0.2227,JAM
1983,0.0001,0.0839,0.5541,0.2227,JAM
1984,0.0001,0.0839,0.5541,0.2227,JAM
1985,0.0001,0.0839,0.5541,0.2227,JAM
1986,0.0001,0.0839,0.5541,0.2227,JAM
1987,0.0001,0.0839,0.5541,0.2227,JAM
1988,0.0001,0.0839,0.5541,0.2227,JAM
1989,0.0001,0.0839,0.5541,0.2227,JAM
1990,0.0001,0.0839,0.5541,0.2227,JAM
1991,0.0001,0.0839,0.5541,0.2227,JAM
1992,0.0001,0.0839,0.5541,0.2227,JAM
1993,0.0001,0.0839,0.5541,0.2227,JAM
1994,0.0001,0.0839,0.5541,0.2227,JAM
1995,0.0001,0.0839,0.5541,0.2227,JAM
1996,0.0001,0.0839,0.5541,0.2227,JAM
1997,0.0001,0.0839,0.5541,0.2227,JAM
1998,0.0001,0.0839,0.5541,0.2227,JAM
1999,0.0001,0.0839,0.5541,0.2227,JAM
2000,0.0001,0.0839,0.5541,0.2227,JAM
2001,0.0001,0.0802,0.5641,0.2279,JAM
2002,0.0,0.081,0.5619000000000001,0.2245,JAM
2003,0.0,0.0848,0.562,0.233,JAM
2004,0.0001,0.0872,0.5588000000000001,0.2414,JAM
2005,0.0001,0.087,0.5548000000000001,0.2275,JAM
2006,0.0002,0.0904,0.5516,0.2323,JAM
2007,0.0003,0.0892,0.5618000000000001,0.2473,JAM
2008,0.0004,0.0916,0.553,0.2395,JAM
2009,0.0004,0.0933,0.5446,0.2285,JAM
2010,0.0005,0.0947,0.5455,0.2378,JAM
2011,0.0005,0.0978,0.5384,0.2391,JAM
2012,0.0005,0.1003,0.5325,0.2362,JAM
2013,0.0006,0.1009,0.5398000000000001,0.249,JAM
2014,0.0005,0.1025,0.5319,0.2549,JAM
2015,0.0005,0.1031,0.5282,0.233,JAM
2016,0.0004,0.1028,0.5295,0.2345,JAM
2017,0.0003,0.102,0.5299,0.2248,JAM
2018,0.0003,0.1011,0.5327000000000001,0.2284,JAM
2019,0.0003,0.1015,0.5258,0.2266,JAM
2020,0.0001,0.0869,0.5411,0.2362,JAM
2021,0.0001,0.0949,0.5304,0.2279,JAM
2022,0.0002,0.1014,0.5214,0.2199,JAM
2023,0.0002,0.1011,0.5212,0.2197,JAM
2024,0.0002,0.1011,0.5212,0.2197,JAM
1980,0.0024,0.1414,0.4933,0.178,JOR
1981,0.0024,0.1414,0.4933,0.178,JOR
1982,0.0024,0.1414,0.4933,0.178,JOR
1983,0.0024,0.1414,0.4933,0.178,JOR
1984,0.0024,0.1414,0.4933,0.178,JOR
1985,0.0024,0.1414,0.4933,0.178,JOR
1986,0.0024,0.1414,0.4933,0.178,JOR
1987,0.0024,0.1388,0.4991,0.1841,JOR
1988,0.0023,0.1358,0.5057,0.1911,JOR
1989,0.0022,0.1323,0.5133,0.1991,JOR
1990,0.0022,0.1283,0.5222,0.2084,JOR
1991,0.0021,0.1235,0.5326000000000001,0.2194,JOR
1992,0.0019,0.1178,0.5451,0.2325,JOR
1993,0.0021,0.1242,0.5297000000000001,0.2184,JOR
1994,0.0022,0.1308,0.5139,0.2039,JOR
1995,0.0023,0.1374,0.4978,0.1892,JOR
1996,0.0025,0.1443,0.4814000000000001,0.1741,JOR
1997,0.0026,0.1512,0.4647,0.1587,JOR
1998,0.0025,0.1478,0.4744,0.1664,JOR
1999,0.0025,0.1447,0.4834,0.1735,JOR
2000,0.0024,0.1417,0.4919,0.1802,JOR
2001,0.0023,0.1389,0.4999,0.1865,JOR
2002,0.0023,0.1363,0.5073,0.1924,JOR
2003,0.0023,0.1344,0.5107,0.1968,JOR
2004,0.0022,0.1326,0.5139,0.201,JOR
2005,0.0022,0.1309,0.5168,0.2049,JOR
2006,0.0022,0.1294,0.5196000000000001,0.2085,JOR
2007,0.0022,0.1304,0.5236000000000001,0.2117,JOR
2008,0.0022,0.1314,0.5273,0.2147,JOR
2009,0.0023,0.1333,0.5314,0.225,JOR
2010,0.0023,0.1353,0.5355,0.2353,JOR
2011,0.0024,0.1407,0.508,0.2012,JOR
2012,0.0024,0.1423,0.5022,0.1899,JOR
2013,0.0024,0.144,0.4963,0.1783,JOR
2014,0.0024,0.144,0.4963,0.1783,JOR
2015,0.0024,0.144,0.4963,0.1783,JOR
2016,0.0024,0.144,0.4963,0.1783,JOR
2017,0.0024,0.144,0.4963,0.1783,JOR
2018,0.0024,0.144,0.4963,0.1783,JOR
2019,0.0024,0.144,0.4963,0.1783,JOR
2020,0.0024,0.144,0.4963,0.1783,JOR
2021,0.0024,0.144,0.4963,0.1783,JOR
2022,0.0024,0.144,0.4963,0.1783,JOR
2023,0.0024,0.144,0.4963,0.1783,JOR
2024,0.0024,0.144,0.4963,0.1783,JOR
1965,0.0091,0.211,0.3476,0.1066,JPN
1966,0.0089,0.2122,0.3439,0.101,JPN
1967,0.0088,0.2117,0.3453,0.1024,JPN
1968,0.0086,0.2112,0.347,0.1041,JPN
1969,0.0083,0.2082,0.3562,0.1162,JPN
1970,0.0108,0.2065,0.3615,0.1157,JPN
1971,0.008,0.2081,0.3564,0.1155,JPN
1972,0.0079,0.2098,0.3511,0.1077,JPN
1973,0.0076,0.2063,0.3623,0.1225,JPN
1974,0.0075,0.2106,0.349,0.1036,JPN
1975,0.0073,0.2094,0.3526,0.1081,JPN
1976,0.0073,0.2117,0.3456,0.0979,JPN
1977,0.0071,0.2112,0.347,0.0994,JPN
1978,0.0069,0.2105,0.3493,0.1019,JPN
1979,0.0067,0.2097,0.3517,0.1047,JPN
1980,0.0026,0.2059,0.3536,0.105,JPN
1981,0.0027,0.2091,0.3495,0.1018,JPN
1982,0.0027,0.2105,0.3486,0.1012,JPN
1983,0.0027,0.2082,0.3507,0.1008,JPN
1984,0.0027,0.206,0.3541,0.1023,JPN
1985,0.0026,0.2009,0.3603,0.1051,JPN
1986,0.0025,0.1977,0.3681,0.1102,JPN
1987,0.0024,0.1912,0.3864,0.1236,JPN
1988,0.0024,0.1879,0.3926,0.1264,JPN
1989,0.0024,0.1863,0.4013,0.1364,JPN
1990,0.0024,0.1868,0.4069,0.1443,JPN
1991,0.0025,0.1925,0.3954,0.1349,JPN
1992,0.0027,0.2069,0.3548,0.0984,JPN
1993,0.0026,0.2039,0.3599,0.1004,JPN
1994,0.0026,0.2018,0.3635,0.0988,JPN
1995,0.0025,0.1959,0.3734,0.1026,JPN
1996,0.0024,0.1897,0.3826,0.1091,JPN
1997,0.0024,0.1898,0.3802,0.1033,JPN
1998,0.0024,0.1888,0.384,0.1023,JPN
1999,0.0024,0.186,0.391,0.1049,JPN
2000,0.0023,0.18,0.4022,0.1115,JPN
2001,0.0022,0.1751,0.4148,0.114,JPN
2002,0.0022,0.1703,0.4248,0.1169,JPN
2003,0.0021,0.1671,0.4322,0.1216,JPN
2004,0.0021,0.163,0.442,0.1296,JPN
2005,0.0021,0.1631,0.444,0.1339,JPN
2006,0.0021,0.1633,0.4462,0.1355,JPN
2007,0.0021,0.1626,0.4479,0.1358,JPN
2008,0.0021,0.1671,0.4394,0.1284,JPN
2009,0.0023,0.1806,0.4281,0.1207,JPN
2010,0.0024,0.1826,0.4344,0.1258,JPN
2011,0.0024,0.1842,0.4331,0.1241,JPN
2012,0.0024,0.1835,0.4338,0.125,JPN
2013,0.0023,0.1819,0.4352,0.1268,JPN
2014,0.0024,0.1821,0.435,0.1265,JPN
2015,0.0023,0.1813,0.4358,0.1274,JPN
2016,0.0023,0.1818,0.4353,0.1268,JPN
2017,0.0024,0.1821,0.435,0.1265,JPN
2018,0.0024,0.1821,0.435,0.1265,JPN
2019,0.0024,0.1821,0.435,0.1265,JPN
2020,0.0024,0.1821,0.435,0.1265,JPN
2021,0.0024,0.1821,0.435,0.1265,JPN
2022,0.0024,0.1821,0.435,0.1265,JPN
2023,0.0024,0.1821,0.435,0.1265,JPN
2024,0.0024,0.1821,0.435,0.1265,JPN
1965,0.004,0.098,0.6424000000000001,0.2526,KEN
1966,0.0041,0.0973,0.6408,0.2531,KEN
1967,0.0041,0.0957,0.6428,0.2611,KEN
1968,0.0041,0.0941,0.6447,0.269,KEN
1969,0.0041,0.0933,0.6438,0.2711,KEN
1970,0.0039,0.1037,0.6408,0.23,KEN
1980,0.001,0.073,0.6626000000000001,0.3481,KEN
1981,0.001,0.073,0.6626000000000001,0.3481,KEN
1982,0.001,0.073,0.6626000000000001,0.3481,KEN
1983,0.001,0.073,0.6626000000000001,0.3481,KEN
1984,0.001,0.073,0.6626000000000001,0.3481,KEN
1985,0.001,0.073,0.6626000000000001,0.3481,KEN
1986,0.001,0.073,0.6626000000000001,0.3481,KEN
1987,0.001,0.073,0.6626000000000001,0.3481,KEN
1988,0.001,0.073,0.6626000000000001,0.3481,KEN
1989,0.001,0.073,0.6626000000000001,0.3481,KEN
1990,0.001,0.073,0.6626000000000001,0.3481,KEN
1991,0.001,0.073,0.6626000000000001,0.3481,KEN
1992,0.001,0.073,0.6626000000000001,0.3481,KEN
1993,0.0015,0.0982,0.5872,0.2691,KEN
1994,0.0019,0.1235,0.5116,0.1898,KEN
1995,0.0018,0.1199,0.5229,0.19,KEN
1996,0.0018,0.1163,0.5342,0.1903,KEN
1997,0.0017,0.1126,0.5456,0.1906,KEN
1998,0.0017,0.1122,0.5462,0.1936,KEN
1999,0.0017,0.1117,0.5469,0.1966,KEN
2000,0.0017,0.1112,0.5476,0.1996,KEN
2001,0.0017,0.1107,0.5483,0.2026,KEN
2002,0.0017,0.1102,0.549,0.2057,KEN
2003,0.0017,0.1097,0.5497000000000001,0.2087,KEN
2004,0.0017,0.1093,0.5504,0.2117,KEN
2005,0.0017,0.1088,0.5511,0.2147,KEN
2006,0.0017,0.1109,0.5447000000000001,0.2084,KEN
2007,0.0017,0.113,0.5383,0.2022,KEN
2008,0.0018,0.1152,0.532,0.1959,KEN
2009,0.0018,0.1173,0.5256000000000001,0.1896,KEN
2010,0.0019,0.1194,0.5192,0.1834,KEN
2011,0.0019,0.1216,0.5128,0.1771,KEN
2012,0.0019,0.1237,0.5064000000000001,0.1708,KEN
2013,0.002,0.1259,0.5,0.1645,KEN
2014,0.002,0.128,0.4936,0.1583,KEN
2015,0.0021,0.1301,0.4872,0.152,KEN
2016,0.0021,0.134,0.4798,0.1457,KEN
2017,0.0022,0.1379,0.4725,0.1395,KEN
2018,0.0023,0.1418,0.4651,0.1333,KEN
2019,0.0024,0.1457,0.4577,0.127,KEN
2020,0.0024,0.1496,0.4503,0.1207,KEN
2021,0.0023,0.1382,0.497,0.1611,KEN
2022,0.0024,0.1423,0.4724,0.138,KEN
2023,0.0024,0.1423,0.4724,0.138,KEN
2024,0.0024,0.1423,0.4724,0.138,KEN
1980,0.0052,0.2773,0.2472,0.0406,KGZ
1981,0.0052,0.2771,0.2472,0.0422,KGZ
1982,0.0052,0.2769,0.2471,0.0438,KGZ
1983,0.0052,0.2767,0.2471,0.0454,KGZ
1984,0.0052,0.2765,0.2471,0.0469,KGZ
1985,0.0052,0.2762,0.2471,0.0484,KGZ
1986,0.0052,0.2761,0.2468,0.05,KGZ
1987,0.0052,0.276,0.2466,0.0515,KGZ
1988,0.0051,0.2758,0.2464,0.053,KGZ
1989,0.0051,0.2738,0.2457,0.0559,KGZ
1990,0.0056,0.2837,0.2395,0.0745,KGZ
1991,0.0052,0.2683,0.2637,0.0847,KGZ
1992,0.0049,0.253,0.2879,0.0948,KGZ
1993,0.0045,0.2377,0.3122,0.105,KGZ
1994,0.0041,0.2223,0.3364,0.1151,KGZ
1995,0.0037,0.2069,0.3606,0.1253,KGZ
1996,0.0034,0.1915,0.3849,0.1354,KGZ
1997,0.003,0.176,0.4092,0.1456,KGZ
1998,0.0026,0.1605,0.4335,0.1558,KGZ
1999,0.0029,0.1748,0.4032,0.1228,KGZ
2000,0.0032,0.1863,0.3791,0.0965,KGZ
2001,0.0031,0.1807,0.3818,0.1112,KGZ
2002,0.0031,0.1806,0.3811,0.1077,KGZ
2003,0.0033,0.1887,0.3737,0.1042,KGZ
2004,0.0025,0.1522,0.4281,0.1396,KGZ
2005,0.0027,0.161,0.4241,0.1471,KGZ
2006,0.0025,0.1488,0.4517,0.175,KGZ
2007,0.0028,0.1661,0.4109,0.1344,KGZ
2008,0.0029,0.1722,0.4069,0.143,KGZ
2009,0.003,0.1725,0.406,0.1443,KGZ
2010,0.003,0.1763,0.4032,0.1407,KGZ
2011,0.0033,0.1877,0.3855,0.1298,KGZ
2012,0.0034,0.1919,0.3809,0.1265,KGZ
2013,0.0033,0.1885,0.3821,0.1239,KGZ
2014,0.0036,0.2001,0.3703,0.1234,KGZ
2015,0.0034,0.1909,0.3968,0.1459,KGZ
2016,0.0034,0.192,0.3784,0.1215,KGZ
2017,0.0032,0.1832,0.393,0.1405,KGZ
2018,0.0031,0.1794,0.3982,0.1416,KGZ
2019,0.003,0.1687,0.4327,0.1809,KGZ
2020,0.003,0.1687,0.4327,0.1809,KGZ
2021,0.003,0.1687,0.4327,0.1809,KGZ
2022,0.003,0.1687,0.4327,0.1809,KGZ
2023,0.003,0.1687,0.4327,0.1809,KGZ
2024,0.003,0.1687,0.4327,0.1809,KGZ
1980,0.0011,0.0878,0.5574,0.2679,KHM
1981,0.0011,0.0878,0.5574,0.2679,KHM
1982,0.0011,0.0878,0.5574,0.2679,KHM
1983,0.0011,0.0878,0.5574,0.2679,KHM
1984,0.0011,0.0878,0.5574,0.2679,KHM
1985,0.0011,0.0878,0.5574,0.2679,KHM
1986,0.0011,0.0878,0.5574,0.2679,KHM
1987,0.0011,0.0878,0.5574,0.2679,KHM
1988,0.0011,0.0878,0.5574,0.2679,KHM
1989,0.0011,0.0878,0.5574,0.2679,KHM
1990,0.0011,0.0878,0.5574,0.2679,KHM
1991,0.0011,0.0878,0.5574,0.2679,KHM
1992,0.0011,0.0878,0.5574,0.2679,KHM
1993,0.0011,0.0878,0.5574,0.2679,KHM
1994,0.0011,0.0878,0.5574,0.2679,KHM
1995,0.0011,0.0878,0.5574,0.2679,KHM
1996,0.0011,0.0878,0.5574,0.2679,KHM
1997,0.0011,0.0878,0.5574,0.2679,KHM
1998,0.0011,0.0878,0.5574,0.2679,KHM
1999,0.0011,0.0878,0.5574,0.2679,KHM
2000,0.0011,0.0878,0.5574,0.2679,KHM
2001,0.0011,0.0878,0.5574,0.2679,KHM
2002,0.0011,0.0878,0.5574,0.2679,KHM
2003,0.0011,0.0878,0.5574,0.2679,KHM
2004,0.0011,0.0878,0.5574,0.2679,KHM
2005,0.0011,0.0878,0.5574,0.2679,KHM
2006,0.0011,0.0878,0.5574,0.2679,KHM
2007,0.0011,0.0878,0.5574,0.2679,KHM
2008,0.0011,0.0878,0.5574,0.2679,KHM
2009,0.0011,0.0878,0.5574,0.2679,KHM
2010,0.0015,0.098,0.5574,0.2766,KHM
2011,0.0021,0.1313,0.4668,0.1937,KHM
2012,0.0023,0.1368,0.4552,0.184,KHM
2013,0.0023,0.1346,0.478,0.2075,KHM
2014,0.0018,0.1384,0.4545,0.182,KHM
2015,0.0018,0.1386,0.4543,0.1818,KHM
2016,0.0018,0.1384,0.4546,0.1821,KHM
2017,0.0018,0.1387,0.4543,0.1818,KHM
2018,0.0018,0.1391,0.4538,0.1813,KHM
2019,0.0018,0.1391,0.4538,0.1813,KHM
2020,0.0018,0.1391,0.4538,0.1813,KHM
2021,0.0018,0.1391,0.4538,0.1813,KHM
2022,0.0018,0.1391,0.4538,0.1813,KHM
2023,0.0018,0.1391,0.4538,0.1813,KHM
2024,0.0018,0.1391,0.4538,0.1813,KHM
1980,0.0028,0.2121,0.3534,0.0885,KIR
1981,0.0027,0.2117,0.3543,0.09,KIR
1982,0.0027,0.2113,0.3553,0.0914,KIR
1983,0.0027,0.2108,0.3562,0.0929,KIR
1984,0.0027,0.2104,0.3572,0.0944,KIR
1985,0.0027,0.21,0.3581,0.096,KIR
1986,0.0027,0.2095,0.3591,0.0976,KIR
1987,0.0027,0.209,0.3602,0.0992,KIR
1988,0.0027,0.2086,0.3612,0.1008,KIR
1989,0.0027,0.2081,0.3623,0.1025,KIR
1990,0.0027,0.2076,0.3634,0.1042,KIR
1991,0.0027,0.2075,0.3665,0.107,KIR
1992,0.0027,0.2075,0.3695,0.1096,KIR
1993,0.0027,0.2075,0.3725,0.1122,KIR
1994,0.0027,0.2074,0.3753,0.1147,KIR
1995,0.0027,0.2074,0.3781,0.1172,KIR
1996,0.0027,0.2073,0.3808,0.1195,KIR
1997,0.0027,0.2073,0.3834,0.1218,KIR
1998,0.0027,0.2073,0.3859,0.124,KIR
1999,0.0027,0.2072,0.3883,0.1261,KIR
2000,0.0027,0.2072,0.3907,0.1282,KIR
2001,0.0026,0.2027,0.3995,0.132,KIR
2002,0.0026,0.1983,0.408,0.1358,KIR
2003,0.0025,0.194,0.4164,0.1394,KIR
2004,0.0025,0.1898,0.4246,0.1429,KIR
2005,0.0024,0.1857,0.4326,0.1464,KIR
2006,0.0023,0.1817,0.4404,0.1498,KIR
2007,0.0023,0.1778,0.448,0.1531,KIR
2008,0.0022,0.1739,0.4554,0.1564,KIR
2009,0.0022,0.1702,0.4627,0.1595,KIR
2010,0.0021,0.1665,0.4699,0.1626,KIR
2011,0.0021,0.1655,0.4718,0.1624,KIR
2012,0.0021,0.1645,0.4737,0.1622,KIR
2013,0.0021,0.1636,0.4754,0.162,KIR
2014,0.0021,0.1627,0.4771,0.1618,KIR
2015,0.0021,0.1619,0.4788,0.1617,KIR
2016,0.0021,0.1611,0.4803,0.1615,KIR
2017,0.002,0.1603,0.4818,0.1613,KIR
2018,0.002,0.1596,0.4832,0.1612,KIR
2019,0.002,0.1589,0.4846,0.161,KIR
2020,0.002,0.1582,0.4859,0.1609,KIR
2021,0.002,0.1582,0.4859,0.1609,KIR
2022,0.002,0.1582,0.4859,0.1609,KIR
2023,0.002,0.1582,0.4859,0.1609,KIR
2024,0.002,0.1582,0.4859,0.1609,KIR
1980,0.0012,0.0773,0.6696000000000001,0.2913,COM
1981,0.0012,0.0773,0.6696000000000001,0.2913,COM
1982,0.0012,0.0773,0.6696000000000001,0.2913,COM
1983,0.0012,0.0773,0.6696000000000001,0.2913,COM
1984,0.0012,0.0773,0.6696000000000001,0.2913,COM
1985,0.0012,0.0773,0.6696000000000001,0.2913,COM
1986,0.0012,0.0773,0.6696000000000001,0.2913,COM
1987,0.0012,0.0773,0.6696000000000001,0.2913,COM
1988,0.0012,0.0773,0.6696000000000001,0.2913,COM
1989,0.0012,0.0773,0.6696000000000001,0.2913,COM
1990,0.0012,0.0773,0.6696000000000001,0.2913,COM
1991,0.0012,0.0773,0.6696000000000001,0.2913,COM
1992,0.0012,0.0773,0.6696000000000001,0.2913,COM
1993,0.0012,0.0773,0.6696000000000001,0.2913,COM
1994,0.0012,0.0773,0.6696000000000001,0.2913,COM
1995,0.0012,0.0773,0.6696000000000001,0.2913,COM
1996,0.0012,0.0773,0.6696000000000001,0.2913,COM
1997,0.0012,0.0773,0.6696000000000001,0.2913,COM
1998,0.0012,0.0773,0.6696000000000001,0.2913,COM
1999,0.0012,0.0773,0.6696000000000001,0.2913,COM
2000,0.0012,0.0773,0.6696000000000001,0.2913,COM
2001,0.0012,0.0773,0.6696000000000001,0.2913,COM
2002,0.0012,0.0773,0.6696000000000001,0.2913,COM
2003,0.0012,0.0773,0.6696000000000001,0.2913,COM
2004,0.0012,0.0773,0.6696000000000001,0.2913,COM
2005,0.0012,0.0809,0.6529,0.2763,COM
2006,0.0013,0.0846,0.6362,0.2614,COM
2007,0.0013,0.0883,0.6195,0.2464,COM
2008,0.0014,0.0919,0.6028,0.2314,COM
2009,0.0014,0.0956,0.5861000000000001,0.2164,COM
2010,0.0015,0.0993,0.5694,0.2015,COM
2011,0.0015,0.1029,0.5527000000000001,0.1865,COM
2012,0.0016,0.1066,0.536,0.1715,COM
2013,0.0016,0.1103,0.5193,0.1565,COM
2014,0.0017,0.1139,0.5026,0.1415,COM
2015,0.0017,0.1139,0.5026,0.1415,COM
2016,0.0017,0.1139,0.5026,0.1415,COM
2017,0.0017,0.1139,0.5026,0.1415,COM
2018,0.0017,0.1139,0.5026,0.1415,COM
2019,0.0017,0.1139,0.5026,0.1415,COM
2020,0.0017,0.1139,0.5026,0.1415,COM
2021,0.0017,0.1139,0.5026,0.1415,COM
2022,0.0017,0.1139,0.5026,0.1415,COM
2023,0.0017,0.1139,0.5026,0.1415,COM
2024,0.0017,0.1139,0.5026,0.1415,COM
1980,0.0009,0.0819,0.5594,0.2375,KNA
1981,0.0009,0.0816,0.5593,0.2364,KNA
1982,0.0009,0.0813,0.5593,0.2353,KNA
1983,0.0009,0.081,0.5593,0.2342,KNA
1984,0.0009,0.0807,0.5592,0.2331,KNA
1985,0.0009,0.0803,0.5592,0.2319,KNA
1986,0.0009,0.08,0.5592,0.2307,KNA
1987,0.0009,0.0796,0.5591,0.2295,KNA
1988,0.0009,0.0793,0.5591,0.2283,KNA
1989,0.0008,0.0789,0.5591,0.227,KNA
1990,0.0008,0.0785,0.559,0.2258,KNA
1991,0.0008,0.0789,0.558,0.2257,KNA
1992,0.0008,0.0793,0.557,0.2255,KNA
1993,0.0008,0.0797,0.556,0.2254,KNA
1994,0.0008,0.08,0.555,0.2253,KNA
1995,0.0008,0.0804,0.554,0.2252,KNA
1996,0.0008,0.0807,0.5531,0.2251,KNA
1997,0.0008,0.0811,0.5521,0.225,KNA
1998,0.0008,0.0814,0.5512,0.2249,KNA
1999,0.0008,0.0818,0.5503,0.2248,KNA
2000,0.0008,0.0821,0.5494,0.2247,KNA
2001,0.0008,0.0826,0.5477000000000001,0.2231,KNA
2002,0.0008,0.083,0.546,0.2216,KNA
2003,0.0008,0.0835,0.5445,0.2202,KNA
2004,0.0008,0.0839,0.543,0.2189,KNA
2005,0.0008,0.0843,0.5416000000000001,0.2176,KNA
2006,0.0009,0.0846,0.5403,0.2164,KNA
2007,0.0009,0.085,0.539,0.2153,KNA
2008,0.0009,0.0853,0.5378000000000001,0.2142,KNA
